words,"",10,2,2016,3,365,4,5,950,adds,ai,amazon,android,announces,app,apple,apps,available,azure,band,big,book,build,business,buy,ceo,cloud,corporation,cortana,data,deal,dynamics,edge,enterprise,facebook,first,free,future,game,games,get,gets,google,help,heres,hololens,india,internet,ios,iphone,latest,launches,linkedin,live,lumia,make,may,microsoft,microsofts,mobile,msft,nadella,new,next,office,one,open,pc,phone,power,preview,pro,project,release,releases,review,satya,says,security,server,services,skype,software,stock,store,support,surface,tech,technology,uk,update,updates,upgrade,us,users,video,vs,wants,windows,xbox
first,107,153,18.0,84,10.0,19.0,40.0,4.0,23.0,4.0,5.0,4.0,30.0,4.0,41.0,30.0,36.0,47.0,29.0,26.0,25.0,38.0,59.0,44.0,9.0,42.0,55.0,16.0,16.0,49.0,17.0,4.0,23.0,19.0,12.0,0,27.0,11.0,32.0,22.0,48.0,1.0,20.0,11.0,3.0,69.0,24.0,22.0,32.0,11.0,32.0,2.0,4.0,10.0,38.0,22.0,23.0,798,228,52.0,11.0,45.0,187,28.0,46.0,121,24.0,15.0,20.0,14.0,40.0,33.0,18.0,44.0,4.0,3.0,46.0,17.0,22.0,12.0,25.0,14.0,54.0,5.0,39.0,29.0,75.0,54.0,58.0,13.0,66.0,16.0,24.0,57.0,77,20.0,3.0,12.0,216,57.0
free,70,152,10.0,20,2.0,22.0,13.0,5.0,16.0,3.0,0.0,2.0,23.0,4.0,40.0,5.0,19.0,37.0,15.0,3.0,9.0,2.0,14.0,8.0,8.0,3.0,49.0,4.0,2.0,8.0,11.0,1.0,4.0,10.0,9.0,27,0.0,9.0,23.0,21.0,46.0,0.0,13.0,22.0,3.0,3.0,8.0,9.0,11.0,5.0,25.0,0.0,0.0,16.0,20.0,25.0,12.0,439,88,16.0,11.0,6.0,95,11.0,31.0,67,17.0,5.0,5.0,12.0,9.0,11.0,6.0,18.0,0.0,2.0,6.0,8.0,8.0,8.0,14.0,18.0,39.0,1.0,27.0,8.0,14.0,10.0,17.0,6.0,37.0,14.0,79.0,16.0,109,10.0,0.0,5.0,177,44.0
future,36,29,2.0,17,1.0,4.0,1.0,1.0,4.0,0.0,7.0,3.0,4.0,0.0,11.0,5.0,10.0,7.0,5.0,0.0,13.0,3.0,20.0,10.0,5.0,16.0,11.0,3.0,7.0,22.0,6.0,1.0,10.0,3.0,2.0,11,9.0,0.0,13.0,10.0,6.0,0.0,9.0,10.0,0.0,21.0,1.0,3.0,3.0,6.0,6.0,0.0,2.0,5.0,6.0,12.0,17.0,224,86,8.0,4.0,17.0,39,7.0,7.0,30,6.0,10.0,7.0,5.0,5.0,1.0,11.0,3.0,1.0,1.0,18.0,4.0,6.0,1.0,6.0,4.0,10.0,1.0,7.0,5.0,6.0,15.0,29.0,3.0,12.0,9.0,1.0,17.0,2,5.0,0.0,11.0,49,22.0
game,74,40,5.0,15,6.0,1.0,13.0,5.0,1.0,2.0,8.0,1.0,5.0,0.0,8.0,6.0,5.0,17.0,1.0,3.0,11.0,2.0,10.0,5.0,12.0,5.0,3.0,5.0,21.0,0.0,8.0,2.0,3.0,0.0,0.0,32,23.0,13.0,0.0,47.0,21.0,0.0,2.0,11.0,1.0,8.0,0.0,6.0,5.0,0.0,15.0,3.0,0.0,16.0,2.0,21.0,17.0,407,92,5.0,10.0,3.0,88,25.0,3.0,129,8.0,26.0,3.0,7.0,4.0,7.0,27.0,13.0,2.0,5.0,3.0,19.0,0.0,1.0,1.0,2.0,25.0,1.0,18.0,16.0,21.0,7.0,3.0,4.0,7.0,4.0,1.0,6.0,11,120.0,0.0,8.0,61,180.0
games,35,45,8.0,20,5.0,3.0,12.0,4.0,0.0,2.0,2.0,0.0,4.0,0.0,7.0,2.0,23.0,26.0,4.0,0.0,14.0,0.0,3.0,4.0,7.0,2.0,3.0,4.0,6.0,0.0,5.0,0.0,0.0,0.0,1.0,22,21.0,10.0,47.0,0.0,14.0,1.0,1.0,7.0,2.0,10.0,0.0,2.0,2.0,0.0,10.0,2.0,0.0,24.0,0.0,22.0,10.0,319,78,5.0,1.0,0.0,78,14.0,3.0,159,3.0,42.0,2.0,2.0,1.0,2.0,8.0,12.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,16.0,3.0,29.0,13.0,7.0,3.0,3.0,3.0,19.0,2.0,0.0,6.0,14,40.0,0.0,11.0,80,217.0
get,90,122,16.0,16,7.0,23.0,12.0,2.0,11.0,1.0,6.0,3.0,18.0,0.0,42.0,23.0,17.0,13.0,5.0,17.0,12.0,8.0,27.0,21.0,12.0,6.0,23.0,6.0,17.0,17.0,16.0,3.0,14.0,3.0,17.0,48,46.0,6.0,21.0,14.0,0.0,5.0,16.0,24.0,8.0,27.0,3.0,9.0,15.0,6.0,35.0,0.0,3.0,7.0,18.0,15.0,14.0,446,117,23.0,26.0,6.0,129,12.0,41.0,64,7.0,7.0,9.0,8.0,8.0,18.0,10.0,18.0,1.0,4.0,6.0,12.0,8.0,5.0,12.0,9.0,48.0,13.0,24.0,22.0,30.0,17.0,9.0,0.0,35.0,15.0,41.0,16.0,92,15.0,0.0,21.0,148,35.0
gets,6,3,0.0,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,5.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,39,5,5.0,3.0,0.0,8,1.0,1.0,6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,1.0,2,0.0,0.0,2.0,8,2.0
google,93,29,4.0,7,1.0,7.0,2.0,1.0,1.0,1.0,3.0,82.0,46.0,0.0,45.0,130.0,59.0,11.0,9.0,2.0,14.0,3.0,12.0,30.0,1.0,11.0,56.0,3.0,21.0,25.0,13.0,1.0,32.0,12.0,116.0,20,13.0,9.0,2.0,1.0,16.0,1.0,0.0,20.0,3.0,7.0,5.0,35.0,18.0,21.0,19.0,2.0,13.0,2.0,3.0,15.0,23.0,600,85,22.0,15.0,4.0,79,7.0,32.0,38,22.0,5.0,10.0,7.0,2.0,2.0,9.0,3.0,1.0,2.0,4.0,15.0,13.0,0.0,34.0,11.0,26.0,3.0,26.0,37.0,9.0,77.0,35.0,8.0,12.0,5.0,0.0,25.0,48,9.0,2.0,9.0,37,2.0
help,49,41,5.0,18,6.0,10.0,5.0,1.0,2.0,2.0,2.0,3.0,16.0,1.0,38.0,12.0,31.0,15.0,15.0,6.0,9.0,3.0,32.0,28.0,11.0,6.0,40.0,3.0,5.0,45.0,15.0,9.0,5.0,12.0,16.0,11,22.0,10.0,11.0,7.0,24.0,1.0,20.0,0.0,2.0,10.0,7.0,19.0,12.0,15.0,7.0,1.0,12.0,2.0,2.0,17.0,5.0,413,59,7.0,6.0,13.0,100,10.0,20.0,33,7.0,9.0,8.0,12.0,8.0,3.0,23.0,19.0,1.0,0.0,12.0,8.0,18.0,4.0,30.0,9.0,43.0,2.0,9.0,15.0,11.0,30.0,51.0,1.0,27.0,6.0,13.0,13.0,39,8.0,1.0,29.0,61,5.0
heres,16,22,5.0,11,3.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,1.0,6.0,6.0,3.0,4.0,2.0,5.0,1.0,6.0,6.0,3.0,3.0,5.0,0.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,3,3.0,0.0,1.0,2.0,8.0,1.0,3.0,2.0,0.0,3.0,0.0,2.0,3.0,0.0,3.0,0.0,5.0,10.0,8.0,3.0,7.0,88,24,3.0,0.0,3.0,23,6.0,7.0,15,3.0,2.0,8.0,2.0,0.0,3.0,0.0,5.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,8.0,0.0,1.0,4.0,10.0,2.0,2.0,1.0,14.0,1.0,5.0,1.0,7,1.0,0.0,3.0,29,6.0
hololens,43,29,3.0,36,5.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,32.0,1.0,22.0,14.0,2.0,1.0,11.0,1.0,47.0,4.0,11.0,2.0,6.0,4.0,4.0,3.0,3.0,1.0,1.0,4.0,3.0,69,3.0,21.0,8.0,10.0,27.0,2.0,7.0,10.0,3.0,0.0,0.0,2.0,1.0,0.0,14.0,0.0,1.0,7.0,1.0,19.0,13.0,407,166,5.0,6.0,3.0,83,18.0,3.0,40,7.0,3.0,5.0,0.0,1.0,1.0,30.0,10.0,0.0,0.0,3.0,15.0,1.0,0.0,1.0,3.0,19.0,0.0,9.0,8.0,10.0,22.0,40.0,1.0,7.0,7.0,2.0,23.0,18,29.0,0.0,15.0,46,10.0
india,16,16,1.0,6,5.0,0.0,22.0,0.0,13.0,1.0,0.0,6.0,0.0,1.0,0.0,12.0,1.0,10.0,4.0,0.0,4.0,0.0,5.0,12.0,3.0,30.0,19.0,1.0,2.0,6.0,2.0,3.0,1.0,5.0,8.0,24,8.0,1.0,0.0,0.0,3.0,0.0,5.0,7.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,2.0,2.0,0.0,30.0,2.0,14.0,204,33,14.0,1.0,41.0,51,6.0,3.0,7,11.0,5.0,4.0,0.0,0.0,25.0,2.0,1.0,0.0,1.0,40.0,6.0,9.0,0.0,11.0,1.0,10.0,1.0,1.0,4.0,27.0,5.0,24.0,0.0,1.0,0.0,0.0,4.0,9,0.0,0.0,3.0,21,0.0
internet,50,76,1.0,30,2.0,3.0,3.0,2.0,0.0,1.0,4.0,2.0,1.0,1.0,5.0,7.0,3.0,12.0,20.0,1.0,9.0,1.0,7.0,17.0,4.0,4.0,24.0,8.0,3.0,17.0,4.0,5.0,86.0,3.0,24.0,22,9.0,3.0,6.0,2.0,9.0,0.0,35.0,19.0,2.0,2.0,5.0,0.0,1.0,1.0,27.0,4.0,3.0,0.0,1.0,9.0,20.0,394,92,4.0,11.0,4.0,84,25.0,23.0,37,7.0,3.0,5.0,2.0,1.0,0.0,4.0,8.0,1.0,0.0,4.0,5.0,65.0,7.0,18.0,1.0,30.0,0.0,3.0,71.0,5.0,39.0,32.0,0.0,32.0,30.0,26.0,10.0,67,2.0,2.0,6.0,103,3.0
ios,40,33,3.0,9,0.0,9.0,0.0,0.0,2.0,6.0,1.0,2.0,184.0,1.0,130.0,17.0,98.0,34.0,0.0,3.0,3.0,0.0,15.0,10.0,2.0,3.0,2.0,6.0,36.0,6.0,5.0,0.0,0.0,1.0,6.0,32,11.0,3.0,5.0,2.0,15.0,4.0,18.0,12.0,3.0,1.0,0.0,1.0,0.0,31.0,14.0,0.0,1.0,2.0,9.0,12.0,7.0,329,75,74.0,3.0,6.0,75,3.0,38.0,27,7.0,2.0,34.0,2.0,1.0,11.0,18.0,8.0,0.0,1.0,7.0,7.0,2.0,1.0,9.0,20.0,29.0,2.0,19.0,20.0,1.0,8.0,5.0,0.0,25.0,11.0,0.0,5.0,75,8.0,0.0,11.0,116,3.0
iphone,31,10,1.0,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,27.0,0.0,59.0,48.0,23.0,8.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,13.0,0.0,0.0,11.0,3.0,1.0,0.0,0.0,3.0,8.0,11,5.0,6.0,0.0,0.0,6.0,0.0,21.0,15.0,0.0,0.0,1.0,1.0,31.0,0.0,8.0,1.0,1.0,0.0,5.0,10.0,5.0,138,31,18.0,0.0,8.0,33,4.0,11.0,18,1.0,2.0,18.0,0.0,0.0,7.0,3.0,6.0,1.0,1.0,8.0,2.0,0.0,0.0,0.0,10.0,11.0,1.0,8.0,21.0,3.0,16.0,8.0,0.0,8.0,1.0,1.0,8.0,37,5.0,1.0,2.0,27,0.0
latest,84,191,16.0,35,8.0,11.0,27.0,10.0,16.0,10.0,9.0,7.0,32.0,1.0,57.0,15.0,18.0,37.0,11.0,19.0,21.0,13.0,65.0,26.0,9.0,5.0,27.0,8.0,16.0,26.0,6.0,5.0,18.0,10.0,13.0,32,25.0,6.0,15.0,10.0,35.0,2.0,19.0,7.0,3.0,14.0,3.0,27.0,14.0,8.0,0.0,2.0,5.0,8.0,38.0,23.0,18.0,548,227,54.0,12.0,10.0,142,15.0,35.0,67,10.0,20.0,27.0,13.0,27.0,36.0,16.0,37.0,2.0,1.0,10.0,21.0,23.0,9.0,17.0,15.0,50.0,3.0,12.0,34.0,53.0,56.0,25.0,0.0,92.0,25.0,32.0,23.0,97,12.0,2.0,15.0,240,34.0
launches,8,3,1.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2,0.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,29,4,2.0,3.0,0.0,11,1.0,0.0,3,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,2,1.0,1.0,1.0,5,2.0
linkedin,47,3,0.0,4,0.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,13.0,0.0,1.0,28.0,63.0,35.0,12.0,12.0,0.0,8.0,101.0,4.0,0.0,7.0,7.0,4,0.0,2.0,0.0,0.0,3.0,0.0,13.0,12.0,5.0,1.0,2.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,8.0,9.0,278,56,2.0,23.0,29.0,19,4.0,6.0,31,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,29.0,13.0,3.0,0.0,13.0,3.0,19.0,8.0,0.0,0.0,0.0,42.0,12.0,0.0,1.0,0.0,1.0,9.0,15,1.0,0.0,0.0,1,3.0
live,28,27,2.0,15,0.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,10.0,0.0,3.0,5.0,3.0,2.0,4.0,1.0,8.0,3.0,3.0,0.0,1.0,1.0,2.0,15.0,0.0,0.0,1.0,0.0,2.0,10,16.0,5.0,16.0,24.0,7.0,1.0,2.0,2.0,10.0,7.0,0.0,0.0,2.0,0.0,8.0,1.0,0.0,0.0,6.0,1.0,5.0,180,44,4.0,2.0,0.0,44,5.0,5.0,35,10.0,4.0,4.0,1.0,3.0,0.0,5.0,1.0,1.0,0.0,0.0,7.0,3.0,1.0,16.0,2.0,5.0,1.0,6.0,4.0,6.0,1.0,2.0,1.0,16.0,4.0,3.0,3.0,26,8.0,0.0,3.0,49,115.0
lumia,62,142,5.0,16,5.0,4.0,6.0,2.0,222.0,4.0,0.0,8.0,6.0,1.0,7.0,10.0,6.0,50.0,0.0,4.0,7.0,2.0,11.0,17.0,13.0,5.0,0.0,5.0,3.0,2.0,13.0,0.0,1.0,4.0,0.0,38,20.0,6.0,2.0,0.0,18.0,0.0,3.0,2.0,8.0,1.0,30.0,1.0,9.0,5.0,38.0,0.0,0.0,6.0,0.0,10.0,28.0,435,124,104.0,2.0,5.0,126,15.0,5.0,32,3.0,3.0,89.0,2.0,0.0,7.0,0.0,19.0,1.0,3.0,5.0,7.0,2.0,0.0,1.0,1.0,7.0,2.0,27.0,9.0,29.0,11.0,6.0,20.0,17.0,3.0,4.0,27.0,17,8.0,1.0,4.0,178,2.0
make,55,70,6.0,19,5.0,8.0,15.0,1.0,4.0,4.0,2.0,8.0,18.0,0.0,30.0,15.0,27.0,42.0,21.0,5.0,13.0,1.0,25.0,24.0,12.0,13.0,29.0,5.0,13.0,16.0,12.0,2.0,10.0,14.0,4.0,22,25.0,12.0,21.0,22.0,15.0,2.0,15.0,17.0,3.0,19.0,2.0,9.0,12.0,10.0,23.0,2.0,8.0,1.0,10.0,0.0,19.0,429,79,27.0,10.0,17.0,84,16.0,20.0,58,12.0,19.0,20.0,5.0,7.0,11.0,19.0,13.0,0.0,1.0,18.0,5.0,12.0,4.0,22.0,16.0,63.0,2.0,17.0,22.0,23.0,16.0,35.0,1.0,13.0,17.0,9.0,16.0,51,23.0,1.0,28.0,113,29.0
may,81,62,15.0,60,16.0,14.0,16.0,5.0,12.0,2.0,6.0,10.0,16.0,4.0,11.0,28.0,21.0,14.0,19.0,8.0,14.0,11.0,18.0,25.0,10.0,13.0,40.0,7.0,2.0,27.0,12.0,6.0,15.0,7.0,9.0,23,12.0,17.0,17.0,10.0,14.0,0.0,23.0,5.0,7.0,13.0,14.0,20.0,7.0,5.0,18.0,1.0,9.0,5.0,28.0,19.0,0.0,463,109,35.0,13.0,20.0,107,18.0,24.0,60,12.0,14.0,36.0,6.0,8.0,18.0,14.0,12.0,1.0,1.0,19.0,8.0,13.0,8.0,19.0,8.0,26.0,2.0,19.0,15.0,40.0,20.0,18.0,4.0,19.0,13.0,11.0,28.0,41,13.0,1.0,7.0,101,28.0
microsoft,1828,1959,338.0,880,198.0,382.0,329.0,126.0,202.0,51.0,88.0,245.0,401.0,58.0,779.0,534.0,493.0,463.0,610.0,339.0,377.0,199.0,602.0,753.0,251.0,505.0,1062.0,366.0,255.0,668.0,344.0,192.0,362.0,359.0,304.0,798,439.0,224.0,407.0,319.0,446.0,39.0,600.0,413.0,88.0,407.0,204.0,394.0,329.0,138.0,548.0,29.0,278.0,180.0,435.0,429.0,463.0,0,962,738.0,586.0,509.0,3006,409.0,843.0,1401,281.0,319.0,396.0,240.0,293.0,430.0,313.0,432.0,31.0,33.0,530.0,323.0,409.0,197.0,606.0,282.0,1060.0,178.0,441.0,552.0,826.0,617.0,748.0,129.0,708.0,279.0,292.0,581.0,1130,304.0,27.0,221.0,2865,942.0
microsofts,347,449,47.0,185,45.0,70.0,104.0,17.0,47.0,12.0,31.0,39.0,108.0,2.0,205.0,80.0,138.0,149.0,167.0,34.0,96.0,98.0,168.0,195.0,51.0,95.0,245.0,6.0,84.0,154.0,55.0,22.0,95.0,60.0,17.0,228,88.0,86.0,92.0,78.0,117.0,5.0,85.0,59.0,24.0,166.0,33.0,92.0,75.0,31.0,227.0,4.0,56.0,44.0,124.0,79.0,109.0,962,0,192.0,40.0,86.0,671,79.0,144.0,391,56.0,100.0,116.0,64.0,49.0,147.0,104.0,67.0,11.0,9.0,83.0,57.0,85.0,57.0,113.0,63.0,195.0,39.0,97.0,105.0,307.0,112.0,141.0,38.0,124.0,55.0,54.0,99.0,255,64.0,5.0,40.0,729,240.0
mobile,88,351,6.0,32,9.0,9.0,6.0,0.0,53.0,3.0,0.0,5.0,93.0,2.0,138.0,21.0,112.0,57.0,16.0,6.0,21.0,1.0,68.0,70.0,8.0,16.0,40.0,5.0,15.0,36.0,19.0,4.0,7.0,22.0,6.0,52,16.0,8.0,5.0,5.0,23.0,5.0,22.0,7.0,3.0,5.0,14.0,4.0,74.0,18.0,54.0,2.0,2.0,4.0,104.0,27.0,35.0,738,192,0.0,8.0,26.0,178,9.0,41.0,67,10.0,33.0,99.0,9.0,28.0,10.0,8.0,38.0,4.0,1.0,27.0,11.0,13.0,7.0,31.0,32.0,65.0,4.0,18.0,30.0,14.0,27.0,27.0,4.0,66.0,27.0,11.0,16.0,94,8.0,1.0,6.0,423,6.0
msft,119,33,3.0,41,7.0,5.0,10.0,5.0,3.0,1.0,3.0,18.0,2.0,0.0,8.0,33.0,1.0,3.0,8.0,0.0,13.0,2.0,10.0,26.0,20.0,14.0,48.0,155.0,5.0,11.0,30.0,2.0,1.0,6.0,14.0,11,11.0,4.0,10.0,1.0,26.0,3.0,15.0,6.0,0.0,6.0,1.0,11.0,3.0,0.0,12.0,3.0,23.0,2.0,2.0,10.0,13.0,586,40,8.0,0.0,9.0,41,7.0,10.0,23,3.0,6.0,3.0,5.0,3.0,9.0,4.0,8.0,0.0,1.0,9.0,6.0,3.0,3.0,13.0,3.0,48.0,54.0,5.0,12.0,15.0,32.0,16.0,0.0,7.0,2.0,8.0,10.0,11,3.0,5.0,3.0,46,21.0
nadella,78,22,7.0,23,0.0,9.0,8.0,0.0,1.0,0.0,5.0,6.0,10.0,1.0,6.0,10.0,19.0,4.0,13.0,0.0,15.0,9.0,29.0,42.0,7.0,394.0,71.0,8.0,7.0,18.0,22.0,1.0,0.0,8.0,1.0,45,6.0,17.0,3.0,0.0,6.0,0.0,4.0,13.0,3.0,3.0,41.0,4.0,6.0,8.0,10.0,0.0,29.0,0.0,5.0,17.0,20.0,509,86,26.0,9.0,0.0,68,14.0,19.0,37,7.0,3.0,12.0,6.0,1.0,3.0,4.0,3.0,0.0,0.0,545.0,15.0,21.0,3.0,30.0,3.0,44.0,8.0,1.0,6.0,4.0,35.0,48.0,12.0,0.0,3.0,1.0,35.0,9,7.0,1.0,2.0,41,5.0
new,421,608,76.0,204,31.0,131.0,77.0,12.0,65.0,39.0,17.0,23.0,93.0,14.0,300.0,91.0,135.0,135.0,121.0,90.0,84.0,68.0,212.0,160.0,40.0,78.0,201.0,34.0,64.0,165.0,43.0,40.0,101.0,87.0,57.0,187,95.0,39.0,88.0,78.0,129.0,8.0,79.0,100.0,23.0,83.0,51.0,84.0,75.0,33.0,142.0,11.0,19.0,44.0,126.0,84.0,107.0,3006,671,178.0,41.0,68.0,0,103.0,222.0,361,43.0,80.0,91.0,58.0,146.0,116.0,93.0,125.0,10.0,4.0,76.0,51.0,82.0,36.0,133.0,65.0,201.0,13.0,125.0,113.0,206.0,129.0,147.0,27.0,253.0,92.0,59.0,114.0,325,83.0,7.0,44.0,789,258.0
next,51,60,8.0,34,7.0,8.0,11.0,4.0,7.0,1.0,1.0,3.0,10.0,1.0,13.0,13.0,12.0,16.0,19.0,1.0,26.0,10.0,20.0,16.0,3.0,18.0,48.0,8.0,8.0,15.0,2.0,20.0,24.0,16.0,3.0,28,11.0,7.0,25.0,14.0,12.0,1.0,7.0,10.0,6.0,18.0,6.0,25.0,3.0,4.0,15.0,1.0,4.0,5.0,15.0,16.0,18.0,409,79,9.0,7.0,14.0,103,0.0,11.0,57,15.0,5.0,8.0,7.0,15.0,10.0,15.0,20.0,0.0,0.0,15.0,3.0,15.0,18.0,24.0,4.0,38.0,2.0,8.0,39.0,29.0,14.0,13.0,8.0,25.0,6.0,13.0,6.0,29,11.0,0.0,9.0,82,51.0
office,96,46,4.0,88,2.0,427.0,1.0,3.0,3.0,12.0,1.0,3.0,53.0,4.0,55.0,12.0,83.0,48.0,80.0,0.0,22.0,4.0,33.0,75.0,6.0,20.0,106.0,7.0,9.0,45.0,19.0,20.0,20.0,44.0,5.0,46,31.0,7.0,3.0,3.0,41.0,1.0,32.0,20.0,7.0,3.0,3.0,23.0,38.0,11.0,35.0,0.0,6.0,5.0,5.0,20.0,24.0,843,144,41.0,10.0,19.0,222,11.0,0.0,41,12.0,4.0,6.0,17.0,26.0,15.0,12.0,25.0,1.0,2.0,19.0,15.0,47.0,11.0,81.0,58.0,54.0,2.0,23.0,21.0,13.0,8.0,15.0,9.0,34.0,43.0,6.0,32.0,123,5.0,0.0,11.0,125,12.0
one,185,223,27.0,93,22.0,16.0,68.0,19.0,11.0,8.0,7.0,13.0,43.0,4.0,66.0,50.0,65.0,77.0,23.0,33.0,68.0,14.0,50.0,39.0,36.0,49.0,56.0,22.0,17.0,32.0,30.0,9.0,35.0,20.0,7.0,121,67.0,30.0,129.0,159.0,64.0,6.0,38.0,33.0,15.0,40.0,7.0,37.0,27.0,18.0,67.0,3.0,31.0,35.0,32.0,58.0,60.0,1401,391,67.0,23.0,37.0,361,57.0,41.0,0,24.0,83.0,42.0,22.0,34.0,34.0,46.0,54.0,3.0,1.0,47.0,18.0,21.0,7.0,37.0,13.0,67.0,12.0,36.0,78.0,81.0,52.0,55.0,13.0,88.0,35.0,32.0,63.0,128,73.0,2.0,21.0,302,724.0
open,54,28,5.0,22,1.0,5.0,3.0,1.0,1.0,1.0,5.0,5.0,11.0,3.0,10.0,4.0,4.0,19.0,29.0,1.0,4.0,3.0,12.0,4.0,1.0,13.0,41.0,1.0,5.0,23.0,1.0,1.0,22.0,13.0,2.0,24,17.0,6.0,8.0,3.0,7.0,0.0,22.0,7.0,3.0,7.0,11.0,7.0,7.0,1.0,10.0,1.0,2.0,10.0,3.0,12.0,12.0,281,56,10.0,3.0,7.0,43,15.0,12.0,24,0.0,4.0,0.0,8.0,2.0,3.0,22.0,8.0,2.0,1.0,7.0,9.0,1.0,12.0,11.0,2.0,37.0,2.0,10.0,16.0,6.0,14.0,10.0,5.0,7.0,3.0,0.0,6.0,14,7.0,0.0,5.0,34,9.0
pc,41,120,8.0,10,5.0,0.0,9.0,7.0,2.0,4.0,0.0,1.0,3.0,0.0,29.0,24.0,4.0,16.0,3.0,5.0,11.0,7.0,16.0,16.0,8.0,6.0,19.0,3.0,9.0,8.0,1.0,0.0,8.0,1.0,1.0,15,5.0,10.0,26.0,42.0,7.0,1.0,5.0,9.0,2.0,3.0,5.0,3.0,2.0,2.0,20.0,2.0,0.0,4.0,3.0,19.0,14.0,319,100,33.0,6.0,3.0,80,5.0,4.0,83,4.0,0.0,14.0,5.0,9.0,16.0,5.0,20.0,1.0,0.0,2.0,14.0,12.0,1.0,6.0,3.0,32.0,6.0,15.0,20.0,34.0,6.0,5.0,1.0,27.0,8.0,24.0,3.0,40,10.0,2.0,11.0,169,77.0
phone,52,97,8.0,11,4.0,2.0,4.0,1.0,33.0,1.0,0.0,1.0,38.0,0.0,37.0,12.0,34.0,20.0,2.0,9.0,6.0,7.0,15.0,65.0,4.0,8.0,1.0,5.0,16.0,4.0,13.0,0.0,0.0,5.0,6.0,20,5.0,7.0,3.0,2.0,9.0,0.0,10.0,8.0,8.0,5.0,4.0,5.0,34.0,18.0,27.0,2.0,0.0,4.0,89.0,20.0,36.0,396,116,99.0,3.0,12.0,91,8.0,6.0,42,0.0,14.0,0.0,1.0,5.0,6.0,3.0,19.0,1.0,2.0,12.0,11.0,6.0,0.0,7.0,10.0,21.0,1.0,14.0,12.0,82.0,14.0,10.0,2.0,14.0,5.0,7.0,11.0,36,12.0,1.0,10.0,247,3.0
power,36,24,22.0,19,19.0,5.0,16.0,2.0,2.0,3.0,2.0,4.0,1.0,0.0,11.0,6.0,4.0,19.0,15.0,2.0,6.0,12.0,12.0,40.0,1.0,4.0,30.0,0.0,9.0,39.0,2.0,9.0,9.0,4.0,4.0,14,12.0,5.0,7.0,2.0,8.0,1.0,7.0,12.0,2.0,0.0,0.0,2.0,2.0,0.0,13.0,0.0,0.0,1.0,2.0,5.0,6.0,240,64,9.0,5.0,6.0,58,7.0,17.0,22,8.0,5.0,1.0,0.0,7.0,56.0,9.0,4.0,0.0,0.0,6.0,6.0,3.0,1.0,6.0,5.0,16.0,0.0,3.0,11.0,69.0,8.0,12.0,0.0,14.0,10.0,2.0,29.0,31,7.0,1.0,2.0,25,14.0
