Title,similarity
Belly (1998),0.999731683238865
"Idolmaker, The (1980)",0.999731682197787
Digimon: The Movie (2000),0.9997316708241231
Fun and Fancy Free (1947),0.9997316686560298
Young and Innocent (1937),0.9997316635752308
Sanjuro (1962),0.9997316606171515
Band of the Hand (1986),0.9997316604386194
Assassination (1987),0.9997316515572826
"Best Man, The (Il Testimone dello sposo) (1997)",0.9997316502370213
"Five Senses, The (1999)",0.9997316496720745
Sour Grapes (1998),0.9997316431250328
"Face in the Crowd, A (1957)",0.9997316397583513
Hard Core Logo (1996),0.9997316332429803
I Confess (1953),0.9997316298233424
Shattered Image (1998),0.9997316296833694
"Filth and the Fury, The (2000)",0.9997316281781125
"Brandon Teena Story, The (1998)",0.9997316258400625
"Crude Oasis, The (1995)",0.9997316247630592
My Best Fiend (Mein liebster Feind) (1999),0.9997316246170636
Passion of Mind (1999),0.9997316221102783
I Married A Strange Person (1997),0.9997316176879302
"Zed & Two Noughts, A (1985)",0.9997316145501216
"Last Time I Saw Paris, The (1954)",0.9997316088957439
"King of Marvin Gardens, The (1972)",0.9997316065926434
No Looking Back (1998),0.9997315938925478
Julien Donkey-Boy (1999),0.9997315906741575
Relax... It's Just Sex (1998),0.999731590175007
"Black Cat, White Cat (Crna macka, beli macor) (1998)",0.9997315860466083
Country (1984),0.9997315637825119
I'm the One That I Want (2000),0.9997315608518915
"Cool Dry Place, A (1998)",0.9997315590783619
"Big Tease, The (1999)",0.9997315582325338
24-hour Woman (1998),0.9997315557654295
"Quiet Room, The (1996)",0.9997315557138801
Heart Condition (1990),0.9997315549177259
Let's Get Harry (1986),0.9997315491744073
Baraka (1992),0.9997315387229038
Judy Berlin (1999),0.9997315343335094
"Bridge at Remagen, The (1969)",0.9997315323846633
This Is My Father (1998),0.9997315322099315
Come See the Paradise (1990),0.9997315245062126
"I, Worst of All (Yo, la peor de todas) (1990)",0.999731502014163
Two Women (La Ciociara) (1961),0.9997314885798889
Mike's Murder (1984),0.999731488012343
"Niagara, Niagara (1997)",0.9997314666046166
Bandits (1997),0.9997314664035929
"Bedroom Window, The (1987)",0.9997314570016891
"Decline of Western Civilization Part II: The Metal Years, The (1988)",0.9997314540202281
"Machine, The (1994)",0.9997314526804538
Boys Life 2 (1997),0.9997314446930661
Bedrooms & Hallways (1998),0.9997314340455854
My Tutor (1983),0.9997314166126402
Thomas and the Magic Railroad (2000),0.9997314063039018
Love Stinks (1999),0.9997314006592991
"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",0.9997314000242593
"Decline of Western Civilization, The (1981)",0.9997313966090446
B. Monkey (1998),0.9997313948519674
Ayn Rand: A Sense of Life (1997),0.9997313922496373
Mifune (Mifunes sidste sang) (1999),0.9997313877380689
Sleepaway Camp (1983),0.9997313829160684
Grosse Fatigue (1994),0.9997313671165601
"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",0.999731363054761
Isn't She Great? (2000),0.9997313591975938
Carmen Miranda: Bananas Is My Business (1994),0.9997313587535799
"Velocity of Gary, The (1998)",0.9997313540610497
Adrenalin: Fear the Rush (1996),0.9997313498367474
"Hot Spot, The (1990)",0.9997313470877819
"Last Days, The (1998)",0.9997313399512501
Hell in the Pacific (1968),0.9997313384308065
"Very Thought of You, The (1998)",0.9997313376375053
Queens Logic (1991),0.999731334333342
Shaft in Africa (1973),0.9997313235076156
"Ilsa, She Wolf of the SS (1974)",0.9997313191747796
Hoodlum (1997),0.9997313169930767
"Dog's Life, A (1920)",0.9997313123095378
Monsieur Verdoux (1947),0.9997313042369984
Brothers in Trouble (1995),0.999731301872897
Benji the Hunted (1987),0.9997313007741991
Coogan's Bluff (1968),0.9997312967563241
I'll Be Home For Christmas (1998),0.9997312941360308
House Party 2 (1991),0.999731285190344
"Garbage Pail Kids Movie, The (1987)",0.999731276985464
White Sands (1992),0.9997312742303148
"Secret Agent, The (1996)",0.9997312593392925
And God Created Woman (1988),0.9997312573293471
Beyond the Poseidon Adventure (1979),0.9997312531874101
Alice and Martin (Alice et Martin) (1998),0.9997312530480917
Getting Away With Murder (1996),0.9997312523258095
"Mating Habits of the Earthbound Human, The (1998)",0.9997312506286616
Tigerland (2000),0.9997312497778296
Dance with Me (1998),0.9997312441620742
Inferno (1980),0.9997312431569958
"Cry in the Dark, A (1988)",0.9997312421662046
Love Is a Many-Splendored Thing (1955),0.9997312372214537
How I Won the War (1967),0.9997312361845117
"Draughtsman's Contract, The (1982)",0.9997312272517421
Whatever It Takes (2000),0.9997312195552187
Trouble in Paradise (1932),0.9997312138095693
Last Dance (1996),0.9997312112052409
Prick Up Your Ears (1987),0.9997311740295416
Dog Park (1998),0.9997311676360195
"This World, Then the Fireworks (1996)",0.9997311574522671
Shadrach (1998),0.9997311533084672
D�j� Vu (1997),0.9997311531365101
We're Back! A Dinosaur's Story (1993),0.9997311516740124
"Watcher, The (2000)",0.9997311449005407
Phantasm III: Lord of the Dead (1994),0.9997311429775851
MacKenna's Gold (1969),0.9997311368530268
Nadine (1987),0.9997311335088516
Shaft's Big Score! (1972),0.9997311255058157
"Bonheur, Le (1965)",0.9997311253359913
Plenty (1985),0.9997311237851858
Desert Blue (1999),0.9997311117503409
Bikini Beach (1964),0.9997311114967877
Overnight Delivery (1996),0.9997311097351771
"Guardian, The (1990)",0.999731107950329
Blue Collar (1978),0.9997311062664678
Brokedown Palace (1999),0.99973110598021
Lonely Are the Brave (1962),0.9997311035059538
"Sandpiper, The (1965)",0.9997310932857416
Groove (2000),0.9997310923052235
King Creole (1958),0.999731088272814
My Life So Far (1999),0.9997310760563359
"Long Walk Home, The (1990)",0.9997310664190698
Beach Party (1963),0.9997310644669402
No Small Affair (1984),0.9997310530530472
Othello (1952),0.9997310186391895
Blow-Out (La Grande Bouffe) (1973),0.9997310166920773
"Promise, The (Versprechen, Das) (1994)",0.9997310081211973
"Glass Bottom Boat, The (1966)",0.9997310067437064
"Very Natural Thing, A (1974)",0.9997310041973805
"Lords of Flatbush, The (1974)",0.9997310016993615
Blackmail (1929),0.999730989149331
For the Love of Benji (1977),0.9997309853239208
"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",0.9997309803105908
"Communion (a.k.a. Alice, Sweet Alice/Holy Terror) (1977)",0.9997309782927208
Whipped (2000),0.9997309715867866
Otello (1986),0.9997309695858353
"Concorde: Airport '79, The (1979)",0.999730965296185
Fatal Beauty (1987),0.9997309478760017
Clara's Heart (1988),0.9997309418858038
They Might Be Giants (1971),0.9997309387899087
"Gate II: Trespassers, The (1990)",0.999730937552938
Dancer in the Dark (2000),0.9997309307152051
Bound for Glory (1976),0.9997309122140577
Prom Night IV: Deliver Us From Evil (1992),0.9997309068990009
Love's Labour's Lost (2000),0.9997309041545958
"Harmonists, The (1997)",0.9997309019237937
Madame Sousatzka (1988),0.999730893876241
Nelly & Monsieur Arnaud (1995),0.9997308886754119
Puppet Master 5: The Final Chapter (1994),0.9997308870036637
Agnes Browne (1999),0.9997308829421047
Dying Young (1991),0.9997308820941428
Angel Baby (1995),0.9997308707419801
"Monster, The (Il Mostro) (1994)",0.9997308662048469
Swept from the Sea (1997),0.9997308555297635
Best Laid Plans (1999),0.999730854945466
How to Stuff a Wild Bikini (1965),0.9997308537926599
Gun Shy (2000),0.999730852040958
Two Moon Juction (1988),0.999730848328894
For the Moment (1994),0.9997308418638594
"Twelve Chairs, The (1970)",0.9997308344922158
Light of Day (1987),0.9997308177897954
"I Love You, Don't Touch Me! (1998)",0.9997308160516033
"Gnome-Mobile, The (1967)",0.9997308088413782
"Eyes of Tammy Faye, The (2000)",0.9997307992490037
"Toxic Avenger, Part II, The (1989)",0.9997307747409729
Stage Fright (1950),0.9997307725718995
Betrayed (1988),0.999730771618236
Class of Nuke 'Em High (1986),0.9997307603421616
Prince of the City (1981),0.9997307579095099
"King of Masks, The (Bian Lian) (1996)",0.9997307544019387
In God's Hands (1998),0.9997307524511309
Three Seasons (1999),0.9997307311908656
Peanuts - Die Bank zahlt alles (1996),0.9997306899293773
Get Carter (1971),0.9997306787362845
Rocketship X-M (1950),0.9997306727285755
Passion in the Desert (1998),0.9997306683721592
"Fighting Seabees, The (1944)",0.999730666089245
Rawhead Rex (1986),0.9997306654939506
Interiors (1978),0.9997306648288385
Small Wonders (1996),0.999730660729585
Squanto: A Warrior's Tale (1994),0.9997306468675214
"Adventures of Sebastian Cole, The (1998)",0.99973064578946
"Goodbye, Lover (1999)",0.9997306442825072
American Strays (1996),0.9997306382739509
Illuminata (1998),0.9997306374506852
"Map of the World, A (1999)",0.9997306236734607
"Last Time I Committed Suicide, The (1997)",0.9997306198713567
Things Change (1988),0.9997306046665705
Iron Eagle IV (1995),0.9997305976965496
Date with an Angel (1987),0.9997305879199333
Wonderland (1999),0.9997305786043724
Cimarron (1931),0.9997305761319772
Man Facing Southeast (Hombre Mirando al Sudeste) (1986),0.9997305636768982
Not One Less (Yi ge dou bu neng shao) (1999),0.9997305558056332
Felicia's Journey (1999),0.9997305494210055
Go West (1925),0.9997305325996761
"Modern Affair, A (1995)",0.9997305321876897
Meatballs III (1987),0.9997305117919871
Little Nemo: Adventures in Slumberland (1992),0.9997304967633707
"Fury, The (1978)",0.999730488514845
"Alan Smithee Film: Burn Hollywood Burn, An (1997)",0.9997304875141763
Quatermass II (1957),0.9997304826442035
Stay Tuned (1992),0.9997304814657862
Duel in the Sun (1946),0.9997304736995489
Falling in Love Again (1980),0.9997304684203839
"Phantom of the Opera, The (1943)",0.999730448619022
Cecil B. Demented (2000),0.9997304465704755
"Line King: Al Hirschfeld, The (1996)",0.9997304343414085
In Too Deep (1999),0.999730429551399
I Went Down (1997),0.9997304276981088
Jakob the Liar (1999),0.9997304253639796
"Source, The (1999)",0.9997304199483696
Chopping Mall (a.k.a. Killbots) (1986),0.999730416199302
Hell Night (1981),0.9997304153185586
Meatballs 4 (1992),0.9997304102060712
"Dorado, El (1967)",0.9997304073829173
Twin Falls Idaho (1999),0.9997303952877047
Century (1993),0.9997303946086583
Puppet Master 4 (1993),0.999730392230159
Desert Bloom (1986),0.999730376708051
"River, The (1984)",0.9997303703260566
Ed's Next Move (1996),0.999730369662442
Live Flesh (1997),0.9997303667979821
Nil By Mouth (1997),0.999730366596343
"Lodger, The (1926)",0.999730362660788
Beautiful People (1999),0.9997303624040392
"Man with the Golden Arm, The (1955)",0.9997303505706057
Beyond Silence (1996),0.9997303446718508
Knock Off (1998),0.9997303438366077
Hearts and Minds (1996),0.9997303396470919
Death Wish V: The Face of Death (1994),0.9997303370605164
My Chauffeur (1986),0.9997303288130448
"Two Jakes, The (1990)",0.9997303286792503
Hellraiser III: Hell on Earth (1992),0.9997303284234859
"Brain That Wouldn't Die, The (1962)",0.9997303204843329
H.O.T.S. (1979),0.9997303203414638
Stanley & Iris (1990),0.9997303167850374
Repulsion (1965),0.999730306914373
Splendor (1999),0.9997302981593943
"Mummy's Hand, The (1940)",0.9997302805174266
Flying Tigers (1942),0.9997302773699462
"Big Country, The (1958)",0.9997302737109184
Niagara (1953),0.9997302723258403
"Odessa File, The (1974)",0.9997302651555449
Talk of Angels (1998),0.9997302489311236
Tough and Deadly (1995),0.999730245705161
It Conquered the World (1956),0.9997302445746865
Phat Beach (1996),0.9997302333353733
Surf Nazis Must Die (1987),0.9997302312405723
Twin Town (1997),0.9997302300673985
Best of the Best 3: No Turning Back (1995),0.999730229651094
Meatballs Part II (1984),0.9997302231548196
In Search of the Castaways (1962),0.9997302107959158
Rollercoaster (1977),0.9997302043325947
Parasite (1982),0.9997301983593516
Jonah Who Will Be 25 in the Year 2000 (1976),0.9997301966630077
Infinity (1996),0.999730184841547
"Champ, The (1979)",0.999730179363911
Edge of Seventeen (1998),0.9997301670343749
Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),0.9997301628072323
"City, The (1998)",0.999730159851326
Commandments (1997),0.9997301366912165
Temptress Moon (Feng Yue) (1996),0.9997301354589374
"Crimson Pirate, The (1952)",0.999730125211187
"Beans of Egypt, Maine, The (1994)",0.9997301192873064
Destination Moon (1950),0.9997300995474662
"Life and Times of Hank Greenberg, The (1998)",0.9997300950356368
Titus (1999),0.9997300773371499
"Conformist, The (Il Conformista) (1970)",0.9997300677916234
Bustin' Loose (1981),0.9997300444813755
Captain Horatio Hornblower (1951),0.9997300244479566
Perfect Blue (1997),0.9997300198942435
"Hanging Garden, The (1997)",0.9997300189590927
"Mummy's Curse, The (1944)",0.9997300145724939
"Lovers of the Arctic Circle, The (Los Amantes del C�rculo Polar) (1998)",0.9997300129410662
On the Beach (1959),0.9997300110946982
Arguing the World (1996),0.9997299967530973
Play it to the Bone (1999),0.9997299839253366
Still Crazy (1998),0.9997299704423834
Death Wish 4: The Crackdown (1987),0.9997299702354132
"Suddenly, Last Summer (1959)",0.9997299683226198
"Pawnbroker, The (1965)",0.9997299674638973
Pal Joey (1957),0.9997299662449443
Secret Agent (1936),0.9997299650297087
Runaway (1984),0.9997299628036606
Phantasm IV: Oblivion (1998),0.9997299587353556
"Shooter, The (1995)",0.9997299183090887
Braddock: Missing in Action III (1988),0.9997299071499253
Bless the Child (2000),0.9997299046539718
"Kid, The (1921)",0.9997299017437535
Return of the Fly (1959),0.9997298799456857
Chill Factor (1999),0.9997298783271471
"Mummy's Tomb, The (1942)",0.9997298756289485
Sunshine (1999),0.999729870194967
"Castle, The (1997)",0.9997298656906568
"King and I, The (1999)",0.9997298623940184
Safe Men (1998),0.9997298582287626
Six of a Kind (1934),0.99972982654244
"Trial, The (Le Proc�s) (1963)",0.9997298170850494
It Came from Hollywood (1982),0.9997298127498336
"Sixth Man, The (1997)",0.99972980763982
Seven Days in May (1964),0.9997298031807434
Firewalker (1986),0.9997298025820802
"Idiots, The (Idioterne) (1998)",0.9997297945968899
Theodore Rex (1995),0.9997297917422366
"Life of �mile Zola, The (1937)",0.9997297698465798
"Color of Paradise, The (Rang-e Khoda) (1999)",0.9997297693822096
Quatermass and the Pit (1967),0.9997297588746396
One Magic Christmas (1985),0.9997297567893052
8 1/2 Women (1999),0.9997297545560355
Fright Night Part II (1989),0.9997297491711031
"Morning After, The (1986)",0.9997297444000938
Stealing Home (1988),0.9997297353000414
Office Killer (1997),0.9997297089339294
"Promise, The (La Promesse) (1996)",0.9997296944615874
Bossa Nova (1999),0.9997296911079748
Get Bruce (1999),0.9997296682849354
Night of the Creeps (1986),0.9997296660392824
"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",0.9997296654365102
Woman in the Dunes (Suna no onna) (1964),0.9997296554102671
"Real Blonde, The (1997)",0.9997296532334485
Wonderland (1997),0.9997296488746472
Gothic (1986),0.9997296470931255
My Man Godfrey (1957),0.9997296362735909
"Adventures of Elmo in Grouchland, The (1999)",0.9997296234510636
Sinbad and the Eye of the Tiger (1977),0.9997296222427442
Dream With the Fishes (1997),0.9997296176117898
Character (Karakter) (1997),0.9997296125573385
Gossip (2000),0.9997295997627698
"Cruise, The (1998)",0.9997295985855562
"Autumn Tale, An (Conte d'automne) (1998)",0.9997295849870276
Repossessed (1990),0.9997295825861129
Deadly Friend (1986),0.9997295724937626
In the Line of Duty 2 (1987),0.9997295687251342
East-West (Est-ouest) (1999),0.9997295671958546
"Other Sister, The (1999)",0.99972956254611
Glory Daze (1996),0.9997295585511731
"Pajama Game, The (1957)",0.9997295546046977
"Smile Like Yours, A (1997)",0.9997295514706505
School Daze (1988),0.9997295451262446
"Ghost of Frankenstein, The (1942)",0.9997295446225188
Prancer (1989),0.9997295357669561
"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",0.9997295265944429
Jennifer 8 (1992),0.9997295222700183
Welcome to Woop-Woop (1997),0.9997295198156839
Romance (1999),0.9997295141188353
Tex (1982),0.9997295073844171
King Kong Lives (1986),0.9997295053372779
"Faraway, So Close (In Weiter Ferne, So Nah!) (1993)",0.9997294819114505
Max Dugan Returns (1983),0.9997294807001804
Matewan (1987),0.9997294746417897
"Good Earth, The (1937)",0.999729471263515
Gloria (1999),0.9997294698828976
Ready to Rumble (2000),0.9997294603031075
"Ipcress File, The (1965)",0.9997294572538357
Pok�mon the Movie 2000 (2000),0.9997294519000052
Topaz (1969),0.9997294151282865
Tall Tale (1994),0.9997294056325327
Down in the Delta (1998),0.9997294011059881
From the Hip (1987),0.9997293993878758
Boys and Girls (2000),0.9997293788083602
Sleepwalkers (1992),0.9997293701610392
Missing in Action 2: The Beginning (1985),0.9997293662319587
Melvin and Howard (1980),0.9997293614615813
Meet the Deedles (1998),0.9997293507308943
Tough Guys (1986),0.9997293486593021
Burglar (1987),0.9997293477836717
If.... (1968),0.9997293423029275
Hot Lead and Cold Feet (1978),0.9997293399600692
Puppet Master II (1990),0.9997293234067584
Two Girls and a Guy (1997),0.9997293060508745
One False Move (1991),0.9997293042385382
Voyage to the Bottom of the Sea (1961),0.9997292964916421
Sabotage (1936),0.9997292946505315
Assault on Precinct 13 (1976),0.9997292913960478
Death Wish 3 (1985),0.9997292891038195
Screwed (2000),0.9997292836274589
"Place in the Sun, A (1951)",0.9997292659934774
Music From Another Room (1998),0.9997292656668145
Children of the Corn II: The Final Sacrifice (1993),0.9997292614649588
Thumbelina (1994),0.9997292542983633
My Boyfriend's Back (1993),0.9997292496046406
Howling II: Your Sister Is a Werewolf (1985),0.9997292485050614
"War Zone, The (1999)",0.9997292297802759
House of Dracula (1945),0.9997292269577098
Stranger Than Paradise (1984),0.9997292139452999
East is East (1999),0.9997292082453992
Phantasm II (1988),0.9997292076462491
Turbo: A Power Rangers Movie (1997),0.9997291839100504
Mr. & Mrs. Smith (1941),0.9997291762587615
Butterfly (La Lengua de las Mariposas) (2000),0.9997291699363126
"Funhouse, The (1981)",0.9997291477111693
Hamlet (1964),0.9997291467794546
Anatomy of a Murder (1959),0.9997291164477419
Lawn Dogs (1997),0.9997290990098305
Hideous Kinky (1998),0.9997290983645861
"Story of Xinghua, The (1993)",0.9997290980994086
"Palm Beach Story, The (1942)",0.9997290894348161
I Dreamed of Africa (2000),0.9997290890893775
Grand Hotel (1932),0.9997290718867773
American Flyers (1985),0.9997290700938952
Urban Legends: Final Cut (2000),0.9997290540922987
Black and White (1999),0.9997290536346061
Mr. Jealousy (1997),0.9997290531724887
Gypsy (1962),0.9997290371505054
Chairman of the Board (1998),0.9997290370534797
Doug's 1st Movie (1999),0.9997290255250783
"Golden Voyage of Sinbad, The (1974)",0.9997290248438724
American Pimp (1999),0.999729018869391
Anchors Aweigh (1945),0.9997290180405194
Children of the Corn III (1994),0.9997290088347114
Insomnia (1997),0.999729008361773
T-Men (1947),0.9997290040945933
"Eighth Day, The (Le Huiti�me jour ) (1996)",0.9997290014805433
Two or Three Things I Know About Her (1966),0.9997289759232425
"Masque of the Red Death, The (1964)",0.9997289599239104
"Incredibly True Adventure of Two Girls in Love, The (1995)",0.9997289462267113
Deceiver (1997),0.9997289416990676
Baby... Secret of the Lost Legend (1985),0.9997289279191216
Kissed (1996),0.9997289151618651
Smiling Fish and Goat on Fire (1999),0.9997289101778923
Poison Ivy: New Seduction (1997),0.9997289016466508
It Came from Beneath the Sea (1955),0.9997289000123915
Cold Fever (� k�ldum klaka) (1994),0.9997288956264784
Amityville: Dollhouse (1996),0.9997288954906122
"Man from Down Under, The (1943)",0.9997288756058026
Son of Dracula (1943),0.9997288738458302
"Cup, The (Ph�rpa) (1999)",0.9997288611279949
Bats (1999),0.9997288583071993
Fitzcarraldo (1982),0.9997288267112724
"Star Is Born, A (1937)",0.9997288214407007
"Night to Remember, A (1958)",0.9997288073441848
Still Breathing (1997),0.9997287957258678
Splendor in the Grass (1961),0.9997287921702439
"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",0.9997287824728407
Wilde (1997),0.9997287807954826
"Other Side of Sunday, The (S�ndagsengler) (1996)",0.9997287777868337
Pumpkinhead (1988),0.9997287764286601
Amityville: A New Generation (1993),0.9997287752422183
Eyes of Laura Mars (1978),0.9997287379326202
Get Real (1998),0.9997287340273829
"Hollywood Knights, The (1980)",0.9997287324118004
Fall (1997),0.9997287229681315
Who's That Girl? (1987),0.9997286997626219
Under the Rainbow (1981),0.9997286853475291
My Name Is Joe (1998),0.9997286831837382
"Bank Dick, The (1940)",0.9997286720082817
"Contender, The (2000)",0.9997286534591386
'Night Mother (1986),0.9997286514068662
Message to Love: The Isle of Wight Festival (1996),0.9997286457740793
Near Dark (1987),0.999728627465324
"Winter Guest, The (1997)",0.9997286261136139
Barney's Great Adventure (1998),0.9997286254478959
Universal Soldier: The Return (1999),0.99972862389762
Keys to Tulsa (1997),0.9997286090138943
Last Night (1998),0.9997286039874793
Original Gangstas (1996),0.9997285989998905
B*A*P*S (1997),0.999728596224367
Sunset Park (1996),0.9997285950682501
On the Town (1949),0.9997285946091016
Faithful (1996),0.9997285729774577
Dangerous Ground (1997),0.999728563086316
Breathless (1983),0.9997285540132664
Blood Beach (1981),0.9997285402761077
"Flintstones in Viva Rock Vegas, The (2000)",0.9997285384158595
Operation Condor 2 (Longxiong hudi) (1990),0.9997285353360627
Mildred Pierce (1945),0.999728530731518
"Henry: Portrait of a Serial Killer, Part 2 (1996)",0.9997285139426794
Bamboozled (2000),0.9997285126644571
"Asphalt Jungle, The (1950)",0.9997285053735241
"Razor's Edge, The (1984)",0.9997284889523105
Puppet Master III: Toulon's Revenge (1991),0.9997284814310956
"Raisin in the Sun, A (1961)",0.9997284806568469
Where the Buffalo Roam (1980),0.9997284270620079
So Dear to My Heart (1949),0.9997284188108425
Hotel de Love (1996),0.9997284178348289
Easy Money (1983),0.999728407236019
Vibes (1988),0.9997284019672897
"Thousand Acres, A (1997)",0.9997283722031858
Algiers (1938),0.999728365799828
Sesame Street Presents Follow That Bird (1985),0.9997283655807316
Bronco Billy (1980),0.9997283628595016
Saving Grace (2000),0.9997283616094262
Bride of Re-Animator (1990),0.9997283590592706
Autumn in New York (2000),0.9997283538314566
3 Ninjas: High Noon On Mega Mountain (1998),0.9997283391033316
"Omega Code, The (1999)",0.9997283349300168
Here on Earth (2000),0.9997283192500974
Death Wish II (1982),0.9997283191384994
Cousin Bette (1998),0.9997283151294598
Peeping Tom (1960),0.9997283016083773
Hugo Pool (1997),0.9997282814150315
Maurice (1987),0.9997282636810713
"Fiendish Plot of Dr. Fu Manchu, The (1980)",0.9997282541209168
Head Above Water (1996),0.9997282097876872
Butterfly Kiss (1995),0.9997282064868381
Never Cry Wolf (1983),0.999728203008903
Gilda (1946),0.9997281929093313
Lady of Burlesque (1943),0.9997281641803828
Manny & Lo (1996),0.9997281587065071
Freejack (1992),0.9997281496639193
Dadetown (1995),0.9997281453357147
Babyfever (1994),0.9997281273877424
No Mercy (1986),0.9997281191187415
Blue Hawaii (1961),0.9997281187601778
North Dallas Forty (1979),0.9997281175311649
Candleshoe (1977),0.9997281174883142
Liberty Heights (1999),0.9997281138354577
"Postman Always Rings Twice, The (1981)",0.9997281060761493
"Night Porter, The (Il Portiere di notte) (1974)",0.9997281048514716
"Happiest Millionaire, The (1967)",0.9997280945499829
"Death in the Garden (Mort en ce jardin, La) (1956)",0.9997280899967482
"Endless Summer, The (1966)",0.9997280862335967
March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934),0.9997280833733774
Crimes of the Heart (1986),0.9997280674183084
Magnum Force (1973),0.9997280610351704
Lucas (1986),0.9997280600930479
Autumn Sonata (H�stsonaten ) (1978),0.9997280592355953
"Man and a Woman, A (Un Homme et une Femme) (1966)",0.9997280442782381
Contempt (Le M�pris) (1963),0.9997280276979995
Kissing a Fool (1998),0.9997280211987447
Caligula (1980),0.9997280188624078
American Pop (1981),0.999728013056653
Metroland (1997),0.9997280038640561
"Tingler, The (1959)",0.9997279968817162
"Devil and Max Devlin, The (1981)",0.9997279724878083
Psycho III (1986),0.9997279627728121
Poison (1991),0.9997279491073593
Porky's Revenge (1985),0.9997279392038296
Coming Home (1978),0.9997279361204282
"They Shoot Horses, Don't They? (1969)",0.9997279274760933
Normal Life (1996),0.9997279259015889
Volunteers (1985),0.9997279231003142
"$1,000,000 Duck (1971)",0.9997279004895213
Extremities (1986),0.9997278834823743
Born Yesterday (1950),0.999727880925724
"Bewegte Mann, Der (1994)",0.9997278724533758
"Soldier's Daughter Never Cries, A (1998)",0.9997278696369171
Celebrity (1998),0.9997278677763676
"Impostors, The (1998)",0.9997278548792495
All Things Fair (1996),0.9997278488827945
"Soldier's Story, A (1984)",0.9997278397538948
House of Frankenstein (1944),0.9997278231879856
"Pope of Greenwich Village, The (1984)",0.9997278065134122
"Simple Wish, A (1997)",0.9997277886159543
Birdy (1984),0.9997277686349487
Torn Curtain (1966),0.9997277672932399
Frances (1982),0.9997277329804668
Bonfire of the Vanities (1990),0.9997277203210201
"Dancer, Texas Pop. 81 (1998)",0.9997277091499036
Open Your Eyes (Abre los ojos) (1997),0.9997276958132296
Shooting Fish (1997),0.9997276765909903
"Original Kings of Comedy, The (2000)",0.9997276591587588
"Far Off Place, A (1993)",0.9997276532020591
Taste of Cherry (1997),0.9997276480634156
Irma la Douce (1963),0.9997276265827928
"Broadway Melody, The (1929)",0.9997275999307752
Red Sorghum (Hong Gao Liang) (1987),0.9997275928642745
"Great Ziegfeld, The (1936)",0.9997275875900568
Jesus' Son (1999),0.9997275628307033
Son of Frankenstein (1939),0.999727536368633
Communion (1989),0.9997275159028399
Kagemusha (1980),0.9997275138332375
"Mole People, The (1956)",0.9997275101401337
Porky's II: The Next Day (1983),0.9997274607528298
Supergirl (1984),0.9997274575026143
"Day of the Beast, The (El D�a de la bestia) (1995)",0.9997274455447893
"Barefoot Executive, The (1971)",0.9997274453414259
Love and Death (1975),0.9997274420077006
"Deep End of the Ocean, The (1999)",0.9997274312447656
Badlands (1973),0.9997274292493175
Brief Encounter (1946),0.9997274278442013
Why Do Fools Fall In Love? (1998),0.9997273997584665
Carnival of Souls (1962),0.9997273820466221
Tarantula (1955),0.9997273798136829
Thunderbolt and Lightfoot (1974),0.9997273739298702
"General, The (1998)",0.9997273543427213
Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),0.9997273417913846
Rosetta (1999),0.9997273396506822
Chuck & Buck (2000),0.999727327927562
Bride of the Monster (1956),0.9997273169682354
They Made Me a Criminal (1939),0.9997273138064463
"Crush, The (1993)",0.999727302578042
Love and Basketball (2000),0.9997272708807101
Black Mask (Hak hap) (1996),0.999727259500456
"Distinguished Gentleman, The (1992)",0.9997272556245931
Friends & Lovers (1999),0.9997272550764658
"Wood, The (1999)",0.9997272421273201
Lost & Found (1999),0.999727235494125
Gang Related (1997),0.9997272176289301
"Return of the Texas Chainsaw Massacre, The (1994)",0.9997272116448029
Holy Smoke (1999),0.9997272089952824
Three to Tango (1999),0.9997271607437874
"Curse of Frankenstein, The (1957)",0.9997271601388057
Mansfield Park (1999),0.9997271380429132
Highlander: Endgame (2000),0.9997271334533255
Central Station (Central do Brasil) (1998),0.9997271217651131
Action Jackson (1988),0.9997271135937545
Star Kid (1997),0.9997271094402678
"Grand Illusion (Grande illusion, La) (1937)",0.9997271062010998
Earth Vs. the Flying Saucers (1956),0.9997271027643653
Power 98 (1995),0.9997270875589198
Haunted Honeymoon (1986),0.9997270865244625
Mad City (1997),0.9997270736137405
Benji (1974),0.9997270711750096
Better Than Chocolate (1999),0.9997270677505755
"Lady Eve, The (1941)",0.9997270585319756
Leatherface: Texas Chainsaw Massacre III (1990),0.9997270484436267
Alien Escape (1995),0.9997270056107714
Joe Gould's Secret (2000),0.999726963002065
"Dark Half, The (1993)",0.9997269553551729
"Hunger, The (1983)",0.9997269504096207
"Invisible Man, The (1933)",0.9997269165111383
Loser (2000),0.999726905709703
Mortal Thoughts (1991),0.9997269041604079
Tarzan and the Lost City (1998),0.9997269038412522
"Killing, The (1956)",0.9997269008145729
